Aspect_0    Aspect_1    Aspect_2    Aspect_3    Aspect_4    alpha    beta    data    aux_data    sigma
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	11145520817984025754790924434099146834807434188816943988689870634258095617237753718927145184279674108581919243427185588600120160310775975003762492580639646739336821234847800462665168363090805237709498547479024116336427008.000    84819.390    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
-1.606:0.222	-0.633:0.147	-0.808:0.186	-3.164:0.628	-1.038:0.188	4130.549    132.067	3012.000    21204.847    498.667
